Timestamp,Please enter your worker ID,Please enter the verification code you received from the interface ,"Independent of its fluency, how helpful was having access to the AI Assistant compared to not having access?",How easy was it to interact with the AI Assistant?,How clear (or fluent) were the responses from the AI Assistant?,What adjectives would you use to describe the AI Assistant?,"Did the way you chose to interact with the AI Assistant change over the course of answering questions? If so, how?",Any feedback or comments?,Why did you find the AI Assistant helpful  or unhelpful? 
5/11/2022 3:06:58,c6d5a13aeb1f43ff4724a28a95505338,9591638eb53343e884f92f4e5096bf5a,5,5,4,"comprehensive, quick, accurate, easy ","I started asking the questions directly instead of really trying to rewrite them, I only changed a few things and took out info I did not think was necessary for them to come to a conclusion. ","Yes, this is the second time I have done this task. I am assuming this is a follow up since the system allowed me to take it and the fine print did not mention anything about not taking it a second time. I just wanted to mention that to cover my self and make sure I am properly compensated. I have a feeling though this is what you guys wanted. Thanks!","They had straight forward, very understandable answers that did not stray far from the the question asked if at all. I would not have had a chance without the AI. Its one of the better ones I have used."
5/11/2022 3:21:52,af3f7188d260a53a70617fe04b0ede2f,c09f4e10a3564edc9429f013486b0a10,5,5,4,"Amazing, effective, efficient","Yes, I tried 3 ways in total. 1st way was to put the multiple choice before the question, which worked every time. 2nd was to put the multiple choice after the question in their A, B, C, D formats, which worked half the time (maybe work on that part of the AI). 3rd way was to ask the question without any answer choices, which did not work at all.","Perhaps there should be a way to verify if the AI answer really is correct? I don't know, no other comment I can really think of off the top of my head.",It helped me find answers quickly that would have taken a long time to search manually.
5/11/2022 3:54:33,d77d60e197e1bd06f21d78aef779b54c,03c9c0dc8fcb42c6bf235545053261ea,4,5,4,"straightforward, direct","No, the AI was relatively consistent",,It was mostly helpful and direct in answering the question
5/11/2022 4:29:26,b3d7cef6025c405a32e821b15d0da84c,56764d31fa5b401d8bed02d7d91bce8c,5,5,5,"Helpful, smart, quick",If I was positive of an answer I did not bother asking the AI. ,No thank you,The assistant was able to answer every question I asked it.
5/11/2022 5:33:17,3d4b84bfd85aacd4c9e461e30bda148f,f0eb67632892408785df4c7417ece359,4,3,4,"helpful, frustrating, contradictory",Later I had to ask more and more questions to try to get an answer.,no,"There were a couple of questions I had that did NOT get an answer, no matter how I tried. It was maddening, other times it worked well."
5/11/2022 7:52:46,2cf775109e6a8e128d74e2deb2ba5cb1,a5823f79271d4c06a2b7c9a689a7e01a,5,5,4,"efficient, effective, fast","No, I used the same approach every time. ",I thought this was great. Went smoothly. ,There was a lot of uncertainty on my part. 
5/11/2022 8:18:21,38ea1a52e9068b7b16b159d77139ee61,909a917b7bda408eb8218f0c824d5a8b,5,3,5,"Clear, concise, simplified, ",No.,No.,I found the AI assistant helpful in subject areas where I had little to no knowledge. 
5/11/2022 9:22:17,7c1e76b57f443e723819da325569d4ae,92da5a2465fd4597a933d7ba14796ce0,4,5,3,"Logical, matter of fact.",not really,thanks,"It gave good answers some of the time, however sometimes the answer it gave wasn't a choice in the answers to the question."
5/11/2022 12:27:06,2c3c84df1b7610fa6d5c5089107f6112,673e7ceee8dd4eafa318e9c2f2a62f68,5,4,5,"Coherent, helpful, wordy","No, except that it wasn't available later, which I wonder if was purposeful.",,"It seemed usually able to get me a good answer, except for the ambiguity with the vitamin question. Not sure if it was a bug or intentional but it didn't work for the final questions."
5/11/2022 15:32:18,3e17cf80510c14454400c5928d5b281b,a469b052b1e24dcaa72c27ca8974291d,5,5,4,"quick, efficient, easy, accurate","For some questions, I just asked for a definition instead of regurgitating the whole answer to help with workload.",n/a,It was quick to respond and the answers were confident.
5/11/2022 16:51:04,4455389e51c490d7126cd4c048a03c66,b77c63b1429045a3849fa2053a1dba11,5,5,5,"Capable, Competent, Skilled, Knowledgeable, Clear, Concise ","I felt that as I noted that the AI Assistant was helpful and useful to answer the questions when it was available, I was more comfortable and willing to use the AI assistant for the next question that it was available. I also found that over time I used the AI assistant more often for the same question to better understand the answer to a question, to feel more assured that I was answering the question correctly.","There was an instance where I accidentally pressed the continue button for a question without providing an answer , in which a message pop-up on the screen that kept on appearing. I had to check a box to stop the page from displaying pop-ups to proceed with the questions.","The AI assistant understood my questions and queries, and the answers they provided were helpful in answering the questions. I felt that each time I asked it a query, the response was relevant to the question, and that I was much more able to answer said questions than if I were to answer the questions on my own. In addition, I felt that I wanted to use the AI assistant to help me answer the questions when it wasn't available, as I felt that it was minimal effort to use the AI assistant to get the information that I needed to answer the questions correctly."
5/12/2022 2:53:58,57e0a3221f057e7324a484be0e75a67e,9c2fb7d086bf462f8e2bd78789a811fe,4,4,5,"responsible, specific, ",I found that I was able to maintain a pretty common approach throughout the process. I opted to request the assistant provide me with descriptions of main components of the question and most often the answer was in the description. ,"The systems appears to have greatly improved since my last experience. Looking forward to the next round! Would love to give longer answers, but a bit short on time this go around. ","In most cases, it provided a means to obtain the answer to an unknown question. The response times were reasonably short and the responses were moderately succinct. 

I it unhelpful when the answers appeared to contradict previous responses. For example, on the final question regarding the vitamin relationship with cardiovascular disease. I noticed that some responses indicated a definitive existence of known evidence,  while other responses indicated the evidence was theoretical. "
5/12/2022 16:06:07,87ef2022c750c6d8d00a3a78cdc0bf1e, 9e5acb6ea1ec4a108ba920d712df92ce,4,4,4,"Helpful, objective","I tried different iterations of the questions, it helped.","After the attention check question, I was no longer able to use the AI helper... it said it was disabled.","It was generally helpful, especially when I worded questions differently."
5/13/2022 8:51:30,73ec1029bf71471d555c0684421a606f,e179e3ab670440779afefe6654008d00,5,4,4,"Smart, capable, useful","I tried different methods and feel that over time I focused on being more specific with my questions, as it provided better answers.",No,"It sometimes gave me exact answers. It at least gave me some information other times, so I felt more informed. Even if it was on a topic I did not understand, it made me feel more confident when it would provide an answer."
5/16/2022 23:32:21,0164078b9bab99c1c92522a64798316e,d63cecc3c8614ed7a3ce609474d78409,1,5,1,"clunky, unrefined, useless",I tried different combinations of keywords.,N/A,The answers generated were mostly gibberish. One instance just repeated me query.
5/16/2022 23:35:45,d77a04f110a1dfbfb944f09367a9323b,862b22e1d2fe480ca7c423bacad1dc60,2,4,2,clumsy,"All the questions were difficult, I thought I would at least ask and if it wasn't helpful I would guess.",This was interesting.,I found that some of the answers were either vague or unrelated.
5/16/2022 23:39:53,02aeb27d49ed2e3f43fa27e7add5c391,008ab86e48b84805b4e88b2b5eb4a6c0,3,5,4,"Average, informative, simple, swift","I just tried not to ask it questions, but to just put in similar queries I use with search engines that help contribute to informing me. ",Great tasks and experiment overall. ,I felt like it helped a little bit with some of the questions that I was allowed to use it but it also didn't help at times. 
5/16/2022 23:41:28,7eb615541d1333dfaf978042e74a4607,ebc93ce12f9d4d2296a8b5333564903b,4,2,3,NONE,"NO, THERE DID NOT HAPPENED ANYTHING",nothing,UNHELPFUL
5/16/2022 23:41:39,3f2765d5dac00b20a3159dc6f1432f53,fc9e3efed0784862b822e77e2d79ffae,3,3,3,"Confused, helpful, slow","I started to phrase the questions more like the original question, rather than conversationally and it seemed to work better.",,"It generated probably 75% useless answers, although repeated quizing and question formulation eventually got the right answer"
5/16/2022 23:42:33,60da35b853d659d8bd1da2c63f52ec41,80cf68e4c8ed4cfa96c2aa81abd476f2,2,5,3,"jumbled, confused, frustrating",I tried to alter how I asked questions instead of just asking a question at teh beginning then I started asking questions with options in it. it didn't help.,Thank you for allowing me to participate.,It gave a lot of jumbled answers even though I worded the questions differently.
5/16/2022 23:43:17,704fc20597ae49335cb0df31de7c86be,0bca3693b9cc422da78ae4eb4c5a47be,5,5,5,"Helpful, smart, quick, useful","I asked my questions differently. I struggled with the first, but I reworded my questions in a way where it wasn't really a question, but a statement of fact for the AI to continue and it worked just fine.",It was pretty fun using it and getting the answers.,"Once I got it down how to use it, I was able to get the answers to the questions very easily."
5/16/2022 23:50:01,b6e4bfad02c3e0f4fe77e5170516c069,7698d82350e246f5a47345a76f18b582,5,5,4,"Capable, advanced, reliable",No,,It answered most of the questions I gave it.
5/16/2022 23:54:04,7db7c22b039e050f47a99065d5ef764e,b2fc806860774e82876959157632c029,4,4,5,Deligent,none,Good,helpful
5/17/2022 0:08:16,e70428b64fdbb7358914b203110d55a4,A2871R3LEPWMMK,4,3,3,"informative, literal, logical","Yes, I did change tactics in how I interacted with the AI Assistant given that some questions were more challenging than others. Some of the results were not very clear towards one particular answer. The question regarding vitamins took some variations of queries to narrow down the real answer. I tried to ask singular questions rather than compound ones so that I could feel confident in the answer I was getting from the information.",I could not provide a verification for the AI Assistant portion of the HIT because of an error. I stopped to email a screenshot of this error through the MTurk platform so I had to use my Worker ID in both this survey as well as on the HIT task itself for that portion. I will also email with the screenshot to the email address provided in the error pop-up window afterwards. I would appreciate your understanding in this matter given that it is late at night so I don't feel I have any choice but to use my Worker ID to ensure that this information is intact as well as to ensure I receive compensation. I did enjoy the challenge of interacting with the AI assistant. Good luck with your research.,The AI Assistant was helpful if I worded myself appropriately. There were a few questions where I had to play with queries to get an answer that felt proper. I think it is similar to doing an internet search where the results are often only as good as the information put in as the query. The question regarding fat soluble vitamins was particularly challenging to get an answer that I felt more confident in selecting given the various information that was discovered.
